id,clase,path_rel,s01_zcr_mean,s01_rms_mean,s01_mfcc1_mean,s01_mfcc1_max,s01_mfcc1_std,s01_mfcc2_mean,s01_mfcc2_max,s01_mfcc2_std,s01_mfcc4_mean,s01_mfcc4_max,s01_mfcc4_std,s01_mfcc5_mean,s01_mfcc5_max,s01_mfcc5_std,s02_zcr_mean,s02_rms_mean,s02_mfcc1_mean,s02_mfcc1_max,s02_mfcc1_std,s02_mfcc2_mean,s02_mfcc2_max,s02_mfcc2_std,s02_mfcc4_mean,s02_mfcc4_max,s02_mfcc4_std,s02_mfcc5_mean,s02_mfcc5_max,s02_mfcc5_std,s03_zcr_mean,s03_rms_mean,s03_mfcc1_mean,s03_mfcc1_max,s03_mfcc1_std,s03_mfcc2_mean,s03_mfcc2_max,s03_mfcc2_std,s03_mfcc4_mean,s03_mfcc4_max,s03_mfcc4_std,s03_mfcc5_mean,s03_mfcc5_max,s03_mfcc5_std,s04_zcr_mean,s04_rms_mean,s04_mfcc1_mean,s04_mfcc1_max,s04_mfcc1_std,s04_mfcc2_mean,s04_mfcc2_max,s04_mfcc2_std,s04_mfcc4_mean,s04_mfcc4_max,s04_mfcc4_std,s04_mfcc5_mean,s04_mfcc5_max,s04_mfcc5_std,s05_zcr_mean,s05_rms_mean,s05_mfcc1_mean,s05_mfcc1_max,s05_mfcc1_std,s05_mfcc2_mean,s05_mfcc2_max,s05_mfcc2_std,s05_mfcc4_mean,s05_mfcc4_max,s05_mfcc4_std,s05_mfcc5_mean,s05_mfcc5_max,s05_mfcc5_std,s06_zcr_mean,s06_rms_mean,s06_mfcc1_mean,s06_mfcc1_max,s06_mfcc1_std,s06_mfcc2_mean,s06_mfcc2_max,s06_mfcc2_std,s06_mfcc4_mean,s06_mfcc4_max,s06_mfcc4_std,s06_mfcc5_mean,s06_mfcc5_max,s06_mfcc5_std,s07_zcr_mean,s07_rms_mean,s07_mfcc1_mean,s07_mfcc1_max,s07_mfcc1_std,s07_mfcc2_mean,s07_mfcc2_max,s07_mfcc2_std,s07_mfcc4_mean,s07_mfcc4_max,s07_mfcc4_std,s07_mfcc5_mean,s07_mfcc5_max,s07_mfcc5_std,s08_zcr_mean,s08_rms_mean,s08_mfcc1_mean,s08_mfcc1_max,s08_mfcc1_std,s08_mfcc2_mean,s08_mfcc2_max,s08_mfcc2_std,s08_mfcc4_mean,s08_mfcc4_max,s08_mfcc4_std,s08_mfcc5_mean,s08_mfcc5_max,s08_mfcc5_std,s09_zcr_mean,s09_rms_mean,s09_mfcc1_mean,s09_mfcc1_max,s09_mfcc1_std,s09_mfcc2_mean,s09_mfcc2_max,s09_mfcc2_std,s09_mfcc4_mean,s09_mfcc4_max,s09_mfcc4_std,s09_mfcc5_mean,s09_mfcc5_max,s09_mfcc5_std,s10_zcr_mean,s10_rms_mean,s10_mfcc1_mean,s10_mfcc1_max,s10_mfcc1_std,s10_mfcc2_mean,s10_mfcc2_max,s10_mfcc2_std,s10_mfcc4_mean,s10_mfcc4_max,s10_mfcc4_std,s10_mfcc5_mean,s10_mfcc5_max,s10_mfcc5_std
Cont_Pil2,Contar,Contar/Cont_Pil2.wav,0.14406249999999998,0.023099325597286224,-632.197998046875,-395.6265869140625,164.8153533935547,97.63939666748047,186.18673706054688,61.51156997680664,-21.45650291442871,15.739055633544922,31.640287399291992,-20.305299758911133,15.937207221984863,38.878639221191406,0.049375,0.0663888230919838,-430.8363037109375,-294.72039794921875,65.7411117553711,186.5464324951172,212.17132568359375,25.3204345703125,-30.091156005859375,-14.0830078125,9.014178276062012,-52.15496826171875,-21.346147537231445,20.960596084594727,0.045625,0.07624350488185883,-425.70733642578125,-291.17059326171875,59.598995208740234,192.13795471191406,213.843017578125,25.953046798706055,-8.660242080688477,36.93551254272461,20.60308837890625,-36.87102508544922,2.524399995803833,20.7916202545166,0.026562500000000003,0.03686077147722244,-507.5057067871094,-373.6648864746094,60.63644027709961,171.97984313964844,209.38995361328125,35.15733337402344,20.400148391723633,28.603660583496094,6.359059810638428,-15.205183029174805,7.521438121795654,14.437932968139648,0.02375,0.04077134653925896,-509.6232604980469,-373.4960021972656,66.95410919189453,137.98968505859375,171.57870483398438,26.185489654541016,20.01080322265625,32.442344665527344,6.915409564971924,-14.889089584350586,12.491819381713867,17.566505432128906,0.0396875,0.009209775365889072,-559.1049194335938,-346.45831298828125,134.13143920898438,136.29576110839844,171.6894073486328,22.697757720947266,26.116073608398438,45.5697135925293,11.513934135437012,-20.256359100341797,7.6743292808532715,22.521814346313477,0.0775,0.18548683822155,-279.095458984375,-150.40382385253906,55.71457290649414,136.84844970703125,160.99594116210938,30.89302635192871,-12.388694763183594,9.343929290771484,18.242101669311523,-43.631446838378906,-20.79977798461914,16.785982131958008,0.088125,0.1727980673313141,-273.7993469238281,-156.7622528076172,53.26006317138672,125.57591247558594,151.47454833984375,26.967485427856445,-24.409217834472656,-12.835100173950195,11.357813835144043,-45.60231018066406,-20.35559844970703,20.33454132080078,0.0753125,0.039734385907649994,-409.48443603515625,-314.510498046875,51.958580017089844,158.90817260742188,209.75511169433594,41.5495719909668,-14.588881492614746,-3.724616527557373,8.365917205810547,-32.01470184326172,-10.986164093017578,13.812007904052734,0.0565625,0.007579844444990158,-585.7401123046875,-399.6606750488281,104.45831298828125,159.6388702392578,204.25904846191406,40.126216888427734,-9.397363662719727,7.333436012268066,12.47835636138916,-24.873136520385742,-8.929900169372559,8.87231731414795
Cont_Rob,Contar,Contar/Cont_Rob.wav,0.14406249999999998,0.03049412928521633,-519.5745239257812,-265.0155944824219,179.16143798828125,94.17127227783203,180.93948364257812,60.53914260864258,36.564064025878906,64.32470703125,19.973651885986328,-29.524639129638672,15.579730987548828,25.911518096923828,0.059062500000000004,0.17722859978675842,-296.7037353515625,-251.64634704589844,29.074968338012695,179.87240600585938,190.01100158691406,9.612228393554688,18.3834228515625,30.950313568115234,9.422886848449707,-75.53926086425781,-19.919898986816406,27.312007904052734,0.053125000000000006,0.13309039175510406,-317.78125,-256.86517333984375,29.302413940429688,160.71957397460938,170.19003295898438,12.906953811645508,19.197513580322266,37.50543212890625,10.830890655517578,-64.63346862792969,-3.496997117996216,28.880239486694336,0.0215625,0.07976602762937546,-406.03521728515625,-302.6116638183594,52.79747009277344,153.5614776611328,176.2945098876953,19.45619773864746,41.32797622680664,63.50029373168945,17.46794891357422,-17.141769409179688,12.64366340637207,15.316512107849121,0.040625,0.02048463001847267,-458.5994873046875,-410.7626647949219,34.4874382019043,127.12513732910156,172.70407104492188,21.71845054626465,37.49968719482422,64.96182250976562,22.61299705505371,-39.96675109863281,-10.116355895996094,17.51784896850586,0.058125,0.10828149318695068,-316.2608337402344,-256.37359619140625,41.01323699951172,158.55543518066406,177.37576293945312,24.136505126953125,28.389850616455078,42.90231704711914,10.981534004211426,-39.99504089355469,-14.963111877441406,14.91415023803711,0.07,0.10162187367677689,-280.3858642578125,-242.59027099609375,20.134037017822266,162.7216339111328,182.95700073242188,25.96584701538086,27.07843780517578,46.71529006958008,20.43410873413086,-40.3730354309082,-13.360917091369629,17.88874053955078,0.06,0.053415823727846146,-336.46771240234375,-234.5166778564453,55.62765121459961,155.2567901611328,187.18565368652344,33.137046813964844,33.595497131347656,49.82054138183594,19.260900497436523,-35.969215393066406,-17.934810638427734,13.844874382019043,0.042812499999999996,0.03131579980254173,-434.99822998046875,-400.9000244140625,20.100059509277344,207.8603515625,226.38864135742188,15.692996978759766,34.448028564453125,47.220130920410156,9.117076873779297,-24.337448120117188,0.21733325719833374,13.884079933166504,0.05125,0.01317865401506424,-515.8441772460938,-467.826904296875,32.255374908447266,202.20669555664062,235.08395385742188,34.727718353271484,38.52820587158203,64.32752990722656,20.256561279296875,-3.9572267532348633,11.900375366210938,12.274879455566406
Cont_Tom,Contar,Contar/Cont_Tom.wav,0.03375,0.019103672355413437,-513.0877685546875,-315.3206787109375,118.68855285644531,137.17047119140625,157.7645721435547,22.761383056640625,32.187835693359375,56.340118408203125,21.840988159179688,-29.946025848388672,14.061294555664062,41.308433532714844,0.05375,0.1507289707660675,-322.3307800292969,-275.3251953125,24.874570846557617,196.69007873535156,210.71231079101562,18.756174087524414,10.194419860839844,24.69837188720703,11.94609546661377,-65.50440979003906,-43.43780517578125,13.003951072692871,0.0478125,0.108679860830307,-331.8690490722656,-286.0912170410156,31.532468795776367,182.18496704101562,209.3236083984375,35.30398178100586,-1.8718876838684082,22.353572845458984,11.411935806274414,-35.17915344238281,10.481222152709961,24.8148193359375,0.0278125,0.09249855577945709,-413.4777526855469,-279.9232177734375,58.84739303588867,160.98516845703125,187.7974395751953,31.710046768188477,39.693115234375,48.26921844482422,4.470554828643799,-3.2018990516662598,9.455480575561523,7.52101993560791,0.034687499999999996,0.04918438941240311,-502.74835205078125,-414.09124755859375,61.56714630126953,165.32138061523438,195.9295196533203,26.320283889770508,49.24897766113281,61.177001953125,8.813735961914062,-6.543519496917725,5.940987586975098,8.695915222167969,0.078125,0.009738299064338207,-531.0975341796875,-359.3009948730469,98.43915557861328,140.50985717773438,150.58633422851562,7.8445305824279785,37.6810302734375,66.18772888183594,15.320843696594238,-28.71508026123047,-5.251701354980469,11.897867202758789,0.07343749999999999,0.11444171518087387,-273.1105041503906,-216.1431121826172,31.514347076416016,156.5447540283203,168.1405029296875,10.078597068786621,9.938718795776367,23.630613327026367,12.421185493469238,-47.47108459472656,-17.20406150817871,16.88059425354004,0.0728125,0.12868329882621765,-249.8827362060547,-217.85336303710938,21.44257164001465,156.76480102539062,181.41256713867188,19.648893356323242,-0.3493781089782715,18.05929946899414,15.810894966125488,-47.41166687011719,-21.151302337646484,17.944496154785156,0.0709375,0.048643119633197784,-377.3426513671875,-248.50257873535156,82.37918853759766,169.13894653320312,216.779052734375,31.621511459350586,33.756710052490234,70.14173889160156,35.01829528808594,-36.45647430419922,-12.263036727905273,16.58856964111328,0.0675,0.008087096735835075,-553.7339477539062,-481.9534606933594,72.37364196777344,121.30381774902344,170.7828369140625,32.38922882080078,86.60415649414062,107.981201171875,13.198704719543457,-39.782325744628906,-16.805248260498047,13.771000862121582
Cont_Tom2,Contar,Contar/Cont_Tom2.wav,0.0575,0.013525416143238544,-604.6026611328125,-288.068359375,140.8351593017578,131.9222412109375,174.4604949951172,20.87198829650879,11.260290145874023,48.019248962402344,34.719207763671875,-30.300474166870117,-9.275283813476562,20.359682083129883,0.061785714285714284,0.109308622777462,-319.5846862792969,-247.27719116210938,33.16162872314453,170.7001953125,213.7256317138672,47.84767150878906,8.421916007995605,24.29713249206543,15.922515869140625,-49.340362548828125,-2.0259294509887695,30.025720596313477,0.028214285714285713,0.13198672235012054,-334.9429016113281,-248.27891540527344,47.601585388183594,184.57568359375,207.6296844482422,22.259130477905273,15.072827339172363,46.317588806152344,20.551462173461914,-33.6616325378418,8.797672271728516,23.328086853027344,0.024999999999999998,0.13923007249832153,-410.9800720214844,-370.7256774902344,19.5833797454834,175.54598999023438,180.85769653320312,3.0104596614837646,46.222652435302734,57.1782112121582,10.485804557800293,-1.6768468618392944,11.136730194091797,8.090226173400879,0.02178571428571429,0.06341191381216049,-498.25830078125,-422.33026123046875,42.04301834106445,183.71188354492188,199.597412109375,14.830853462219238,35.09965896606445,43.759639739990234,8.46353530883789,-2.01123046875,21.017715454101562,10.05486011505127,0.030714285714285715,0.010186033323407173,-604.6854248046875,-520.7122192382812,51.97864532470703,157.84632873535156,193.6779022216797,33.88985824584961,35.34919738769531,47.54911804199219,11.21300983428955,-15.419451713562012,10.483573913574219,16.181381225585938,0.06892857142857142,0.07584186643362045,-347.58355712890625,-288.0105895996094,59.81298828125,173.79067993164062,203.05007934570312,30.02369499206543,23.85765266418457,39.791717529296875,10.871725082397461,-40.701297760009766,-13.009672164916992,12.996928215026855,0.07250000000000001,0.11837013065814972,-260.2072448730469,-215.35614013671875,22.1610164642334,181.65133666992188,200.01773071289062,17.749170303344727,30.21827507019043,51.25920104980469,14.173589706420898,-48.239925384521484,-17.53824234008789,13.895659446716309,0.07178571428571427,0.06047680601477623,-345.8375549316406,-250.06568908691406,76.93547058105469,144.9834442138672,192.37338256835938,41.28424072265625,52.37590789794922,87.07421875,28.56207275390625,-33.95078659057617,-9.692869186401367,16.06147575378418,0.13892857142857143,0.009540624916553497,-526.1813354492188,-416.9717102050781,185.6688232421875,84.9876937866211,127.01290893554688,28.373079299926758,77.80413818359375,105.17625427246094,35.769447326660156,-36.59421157836914,5.4735260009765625,29.769861221313477
Cont_Tom3,Contar,Contar/Cont_Tom3.wav,0.06343750000000001,0.05153370276093483,-556.9337158203125,-248.75247192382812,198.56605529785156,112.1549072265625,180.46617126464844,40.87555694580078,-2.8145875930786133,13.06834602355957,8.823504447937012,-35.447818756103516,6.164254188537598,47.363155364990234,0.06843750000000001,0.20856986939907074,-281.02777099609375,-239.5841064453125,22.422834396362305,199.61642456054688,224.3511962890625,26.587059020996094,0.7372150421142578,19.9898681640625,14.672186851501465,-73.1649169921875,-30.1885986328125,25.33350944519043,0.030625000000000003,0.09849626570940018,-344.486328125,-248.16905212402344,51.8796501159668,192.8119354248047,214.94271850585938,26.501861572265625,2.7866835594177246,33.014976501464844,21.464487075805664,-24.707284927368164,15.123191833496094,24.44226837158203,0.02375,0.08698801696300507,-422.82318115234375,-386.9779968261719,24.789875030517578,172.6436767578125,189.88180541992188,23.0118465423584,39.80155944824219,51.28022003173828,11.48037052154541,14.26187515258789,21.077224731445312,4.638533115386963,0.021249999999999998,0.04446740448474884,-482.5667724609375,-365.7545166015625,53.529335021972656,144.18943786621094,163.3409881591797,19.655466079711914,53.684608459472656,70.9964599609375,16.561017990112305,12.783601760864258,30.76409149169922,12.112173080444336,0.02375,0.012087848968803883,-626.3572998046875,-440.6714782714844,88.47517395019531,148.85792541503906,172.94998168945312,16.042442321777344,41.77897644042969,59.67509460449219,11.713181495666504,10.732463836669922,23.993667602539062,8.004339218139648,0.09812500000000002,0.019492285326123238,-530.2418212890625,-318.5825500488281,169.52394104003906,133.5111541748047,192.20223999023438,27.630956649780273,29.013507843017578,53.17193603515625,16.862871170043945,-22.721712112426758,12.966029167175293,30.196548461914062,0.0728125,0.07672946155071259,-317.9999694824219,-280.4774169921875,34.17368698120117,183.74063110351562,226.94863891601562,32.709144592285156,5.324596405029297,23.465482711791992,17.439800262451172,-42.13850402832031,-9.902824401855469,21.5013370513916,0.0890625,0.10125530511140823,-294.00677490234375,-235.1818389892578,45.47410202026367,173.24893188476562,188.09469604492188,16.536338806152344,-2.9229702949523926,5.486849784851074,10.847566604614258,-50.418846130371094,-16.88963508605957,15.415830612182617,0.1325,0.012816953472793102,-476.9317932128906,-406.564208984375,52.79947280883789,154.25564575195312,201.44078063964844,24.419017791748047,44.072021484375,64.4255599975586,18.809560775756836,-48.633583068847656,-17.286684036254883,15.300480842590332
Cont_Tom4,Contar,Contar/Cont_Tom4.wav,0.07999999999999999,0.034422118216753006,-528.0342407226562,-243.3245086669922,174.12806701660156,128.27206420898438,208.36053466796875,53.69136047363281,-14.11333179473877,22.105426788330078,25.505538940429688,-30.96087646484375,12.62265396118164,29.028316497802734,0.038000000000000006,0.2253694087266922,-336.4029235839844,-200.20286560058594,59.948158264160156,189.94631958007812,217.7505340576172,26.407529830932617,-26.631336212158203,-3.732072353363037,11.734726905822754,-41.64442825317383,-8.166459083557129,17.3134822845459,0.028749999999999998,0.1467568427324295,-415.574462890625,-253.9468536376953,77.35596466064453,172.61123657226562,198.35232543945312,24.48905372619629,-21.156320571899414,13.606027603149414,15.991875648498535,-21.01070785522461,6.022714614868164,27.272619247436523,0.027999999999999997,0.061072297394275665,-558.407958984375,-301.3123779296875,106.50067138671875,141.6760711669922,159.11422729492188,18.641408920288086,15.278951644897461,35.168495178222656,9.704900741577148,18.823997497558594,28.889705657958984,8.670502662658691,0.03675,0.004575148690491915,-740.9559326171875,-558.3800659179688,73.25907135009766,135.16683959960938,160.1357879638672,13.365328788757324,36.133705139160156,50.7225341796875,7.310798645019531,1.8839012384414673,20.719404220581055,9.701703071594238,0.09725,0.030562978237867355,-498.56829833984375,-282.7234802246094,187.1526641845703,141.8317413330078,209.15545654296875,54.31876754760742,22.19719696044922,64.61511993408203,22.745431900024414,-28.751468658447266,-1.6554256677627563,20.058385848999023,0.0905,0.0503106527030468,-343.4490051269531,-286.8846130371094,25.421646118164062,175.41195678710938,200.5855712890625,29.475448608398438,6.714378356933594,18.58603286743164,10.703862190246582,-28.356685638427734,4.277241230010986,16.10062026977539,0.08225,0.0525796040892601,-357.6868591308594,-323.45513916015625,18.117403030395508,190.64010620117188,205.06088256835938,15.711941719055176,4.078986167907715,17.415363311767578,8.19701099395752,-21.997426986694336,5.513745307922363,13.92291259765625,0.05874999999999999,0.046702973544597626,-374.2558288574219,-324.27679443359375,20.43860626220703,194.9794921875,214.56082153320312,23.097267150878906,11.777817726135254,27.554595947265625,11.857940673828125,-19.52310562133789,4.377120494842529,11.724111557006836,0.1575,0.017672602087259293,-466.5533752441406,-395.4272766113281,55.5617561340332,132.82337951660156,208.47872924804688,68.32505798339844,53.84130096435547,75.81954956054688,23.12448501586914,-32.96827697753906,-6.016717910766602,15.673879623413086
contar_juan,Contar,Contar/contar_juan.wav,0.049166666666666664,0.004405956715345383,-651.343505859375,-414.8422546386719,211.67153930664062,113.97649383544922,159.17385864257812,53.16082763671875,17.661069869995117,65.07916259765625,30.85697364807129,-26.670066833496094,0.0,17.826602935791016,0.06708333333333334,0.07570083439350128,-362.7726745605469,-291.0791931152344,34.244110107421875,180.5172576904297,223.02767944335938,44.471923828125,-0.8123652338981628,20.853084564208984,17.468242645263672,-57.74024963378906,-36.20172882080078,19.544052124023438,0.05250000000000001,0.08750457316637039,-343.225830078125,-270.1897888183594,36.64825439453125,183.4365692138672,203.45986938476562,24.34320831298828,10.351633071899414,42.50463104248047,19.0803165435791,-50.00701904296875,-27.103038787841797,14.857914924621582,0.030416666666666665,0.06763322651386261,-439.702880859375,-419.81353759765625,10.528703689575195,192.64024353027344,202.87184143066406,10.631806373596191,45.075531005859375,62.23187255859375,10.594046592712402,0.7559384703636169,9.486272811889648,7.345981121063232,0.05458333333333334,0.027616530656814575,-474.6363525390625,-418.44677734375,43.232757568359375,161.5837860107422,187.59829711914062,20.849103927612305,43.814239501953125,61.62214660644531,14.530370712280273,-6.468813419342041,20.91680908203125,19.574106216430664,0.08999999999999998,0.10372944921255112,-302.5264587402344,-170.03146362304688,102.22942352294922,130.0891876220703,156.05715942382812,20.593109130859375,33.93552780151367,53.3056640625,17.050264358520508,-46.2962646484375,-26.78200912475586,15.030180931091309,0.09916666666666668,0.1696891337633133,-208.32769775390625,-178.1271514892578,20.59014892578125,142.41233825683594,170.01344299316406,22.310802459716797,15.037835121154785,35.28907775878906,18.198772430419922,-49.148223876953125,-23.801000595092773,17.475160598754883,0.0675,0.08904387801885605,-312.3996276855469,-234.1197052001953,64.29936218261719,171.26121520996094,197.13626098632812,19.626583099365234,4.209136962890625,17.619760513305664,15.999818801879883,-36.01620101928711,-10.995644569396973,16.298480987548828,0.06208333333333333,0.0191719401627779,-424.5269470214844,-417.39678955078125,4.967998504638672,166.6350860595703,204.04946899414062,34.25282287597656,49.92136764526367,73.92515563964844,17.516218185424805,-33.9057731628418,-13.728145599365234,16.582624435424805,0.005833333333333334,0.0010136928176507354,-920.72607421875,-466.20587158203125,298.51397705078125,19.381608963012695,61.204261779785156,27.46659278869629,-5.400244235992432,0.0,7.716987133026123,2.6670353412628174,8.653200149536133,3.790501117706299
contar_selva,Contar,Contar/contar_selva.wav,0.0775,0.01592457853257656,-465.4275817871094,-359.3348083496094,72.74160766601562,118.11871337890625,141.10012817382812,11.990490913391113,34.5741081237793,71.62916564941406,20.575057983398438,-33.73719024658203,9.449707984924316,38.246971130371094,0.08107142857142859,0.11386419087648392,-299.56396484375,-288.8710632324219,7.573624134063721,179.00320434570312,200.9656524658203,15.733295440673828,3.251779794692993,21.36081314086914,14.832382202148438,-60.810279846191406,-21.011272430419922,20.398889541625977,0.04,0.08393818885087967,-356.4590759277344,-309.5425109863281,35.37335968017578,178.321044921875,209.25576782226562,20.11930274963379,29.103557586669922,48.35115051269531,10.923967361450195,-9.779515266418457,39.61367416381836,27.512752532958984,0.019642857142857146,0.07503416389226913,-421.30902099609375,-345.06170654296875,39.13596725463867,157.16835021972656,179.3739013671875,22.7071590423584,47.480369567871094,58.34625244140625,11.025031089782715,19.955684661865234,33.66532897949219,9.592090606689453,0.08071428571428572,0.01261209137737751,-480.6720886230469,-336.7247314453125,81.46147155761719,125.93846893310547,162.47933959960938,23.60004425048828,43.59033203125,62.71826171875,14.773582458496094,-26.11668586730957,17.741403579711914,27.765735626220703,0.06642857142857143,0.14202286303043365,-280.01434326171875,-219.15447998046875,26.77114486694336,167.0972900390625,177.2469940185547,8.183255195617676,11.39176082611084,24.983678817749023,11.932052612304688,-26.973154067993164,-4.48024845123291,14.021652221679688,0.08250000000000002,0.17241168022155762,-238.83303833007812,-211.3644561767578,18.72652244567871,157.08119201660156,168.24200439453125,9.14094352722168,16.395282745361328,38.355690002441406,20.17237663269043,-30.338930130004883,-2.4825005531311035,18.839628219604492,0.0925,0.06926627457141876,-333.27056884765625,-221.5048065185547,67.99220275878906,171.68812561035156,202.2413787841797,20.39977264404297,37.40347671508789,68.52159118652344,19.567943572998047,-26.07241439819336,-1.640035629272461,16.88902473449707,0.027499999999999997,0.03425593301653862,-430.0099182128906,-403.1059265136719,15.207917213439941,185.00819396972656,204.04412841796875,12.58617115020752,53.03388214111328,61.73301696777344,10.821017265319824,-24.915203094482422,-2.284533739089966,11.248937606811523,0.060714285714285714,0.0075112455524504185,-524.5444946289062,-466.62054443359375,45.204368591308594,148.43751525878906,178.793212890625,27.05746841430664,28.522380828857422,53.747657775878906,16.582868576049805,-21.403913497924805,1.0104787349700928,17.859338760375977
Prop__An2,Proporcion,Proporcion/Prop__An2.wav,0.0945,0.06315042823553085,-509.5924377441406,-250.75216674804688,165.44827270507812,122.77398681640625,211.05929565429688,67.71862030029297,24.189865112304688,52.93614196777344,18.026098251342773,-9.75134563446045,0.9524949193000793,8.6937837600708,0.04775,0.14618739485740662,-367.7593688964844,-235.6161346435547,57.071563720703125,167.10305786132812,215.56503295898438,30.29780387878418,-3.9250926971435547,21.56915283203125,18.75521469116211,-28.73006248474121,9.269928932189941,20.996994018554688,0.05,0.009754253551363945,-576.5780029296875,-357.6585998535156,113.98666381835938,137.41217041015625,190.05084228515625,26.87590980529785,16.615276336669922,33.651859283447266,12.920055389404297,-6.590821743011475,16.363229751586914,14.793987274169922,0.05175,0.0937311202287674,-456.39288330078125,-332.697998046875,64.64651489257812,219.1820831298828,248.39630126953125,24.724123001098633,-4.560976982116699,19.110435485839844,11.799579620361328,-42.49769592285156,-6.845241546630859,19.978622436523438,0.21300000000000002,0.03350729122757912,-464.9927673339844,-366.9148254394531,36.730552673339844,99.17361450195312,204.0191650390625,76.0128402709961,35.87713623046875,59.44422912597656,18.529895782470703,-15.318262100219727,12.769362449645996,20.572303771972656,0.48024999999999995,0.011816390790045261,-506.71221923828125,-458.0802001953125,33.753868103027344,27.173992156982422,89.85150909423828,33.17784881591797,50.74342727661133,111.40440368652344,29.717174530029297,-66.0459213256836,-12.352272987365723,24.704835891723633,0.05375,0.11187289655208588,-354.4420471191406,-278.1820068359375,34.12721633911133,139.57208251953125,159.3638458251953,7.431336402893066,66.4168472290039,110.63444519042969,28.326122283935547,-44.17963790893555,-7.697100639343262,17.23120880126953,0.07675000000000001,0.1063094288110733,-353.336181640625,-246.59921264648438,53.165061950683594,152.602783203125,178.2159423828125,20.739925384521484,13.152631759643555,30.32779312133789,8.701629638671875,-16.06763458251953,7.262619495391846,15.77112102508545,0.03175,0.15432175993919373,-468.6849060058594,-236.52645874023438,115.24373626708984,133.2772674560547,157.95962524414062,18.740238189697266,25.983264923095703,41.12133026123047,10.304929733276367,4.581742286682129,12.80506706237793,6.2389936447143555,0.0335,0.01670020818710327,-670.5263061523438,-308.8061218261719,158.17062377929688,101.62440490722656,136.0261993408203,21.696672439575195,31.52800941467285,42.30592346191406,7.996669769287109,15.121679306030273,31.77147674560547,9.363065719604492
Prop_An,Proporcion,Proporcion/Prop_An.wav,0.09277777777777779,0.054701369255781174,-523.348876953125,-327.4022521972656,159.45150756835938,115.71145629882812,202.17550659179688,62.623619079589844,19.977718353271484,37.556129455566406,13.495174407958984,-9.056601524353027,9.43776798248291,14.350932121276855,0.05194444444444444,0.12375511229038239,-374.8924560546875,-303.0388488769531,29.419527053833008,159.0519256591797,180.90505981445312,24.911684036254883,18.60172462463379,49.26483917236328,18.406784057617188,-20.104440689086914,15.141359329223633,17.497400283813477,0.06555555555555555,0.012409531511366367,-572.8547973632812,-371.4090270996094,114.24343872070312,144.04270935058594,199.88864135742188,26.441734313964844,18.98320198059082,29.626245498657227,8.60692310333252,-14.569028854370117,-1.9520509243011475,9.057558059692383,0.0563888888888889,0.12685030698776245,-415.38043212890625,-383.9453430175781,28.264156341552734,210.32373046875,237.3258056640625,17.081457138061523,-28.39746856689453,-7.1200690269470215,8.759245872497559,-38.85786056518555,-4.892851829528809,21.998764038085938,0.25833333333333336,0.040564991533756256,-466.7350769042969,-384.0423278808594,51.00884246826172,101.6595687866211,201.23992919921875,67.53030395507812,24.706802368164062,46.557769775390625,13.587347984313965,-21.79606056213379,10.72994613647461,18.358190536499023,0.5225000000000001,0.009890910238027573,-527.127685546875,-446.6840515136719,42.10781478881836,24.821489334106445,46.57518768310547,14.715043067932129,42.6669921875,95.78128051757812,24.279560089111328,-59.289794921875,-29.212871551513672,22.669105529785156,0.05361111111111111,0.1274769902229309,-355.5146484375,-292.9774169921875,29.897729873657227,115.26114654541016,133.90025329589844,13.346230506896973,65.540771484375,117.49365234375,31.84483528137207,-36.2416877746582,-6.325156211853027,13.171185493469238,0.06972222222222223,0.10557987540960312,-351.30145263671875,-264.6350402832031,40.71023941040039,157.12420654296875,178.1116485595703,16.082015991210938,-4.66850471496582,5.92209529876709,5.249776840209961,-27.406970977783203,11.820722579956055,20.63457489013672,0.029444444444444447,0.10581307113170624,-485.3287658691406,-341.58819580078125,60.402591705322266,162.99525451660156,181.51541137695312,21.25278091430664,29.943546295166016,42.08388900756836,9.07236099243164,2.413811206817627,13.939067840576172,7.9289984703063965,0.0044444444444444444,0.026211261749267578,-685.9151000976562,-420.1903381347656,167.64218139648438,58.28458023071289,180.06124877929688,82.47380065917969,11.21957015991211,38.5574951171875,16.020610809326172,5.542176246643066,19.31475067138672,7.943158149719238
